Unnamed: 0,date,Infected,Area
295,2016-10-22,0,Barisal
296,2016-10-23,0,Barisal
297,2016-10-24,0,Barisal
298,2016-10-25,0,Barisal
299,2016-10-26,0,Barisal
300,2016-10-27,0,Barisal
301,2016-10-28,0,Barisal
302,2016-10-29,0,Barisal
303,2016-10-30,0,Barisal
304,2016-10-31,0,Barisal
305,2016-11-01,0,Barisal
306,2016-11-02,0,Barisal
307,2016-11-03,0,Barisal
308,2016-11-04,0,Barisal
309,2016-11-05,0,Barisal
310,2016-11-06,0,Barisal
311,2016-11-07,0,Barisal
312,2016-11-08,0,Barisal
313,2016-11-09,0,Barisal
314,2016-11-10,0,Barisal
315,2016-11-11,0,Barisal
316,2016-11-12,0,Barisal
317,2016-11-13,0,Barisal
318,2016-11-14,0,Barisal
319,2016-11-15,0,Barisal
320,2016-11-16,0,Barisal
321,2016-11-17,0,Barisal
322,2016-11-18,0,Barisal
323,2016-11-19,0,Barisal
324,2016-11-20,0,Barisal
325,2016-11-21,0,Barisal
326,2016-11-22,0,Barisal
327,2016-11-23,0,Barisal
328,2016-11-24,0,Barisal
329,2016-11-25,0,Barisal
330,2016-11-26,0,Barisal
331,2016-11-27,0,Barisal
332,2016-11-28,0,Barisal
333,2016-11-29,0,Barisal
334,2016-11-30,0,Barisal
335,2016-12-01,0,Barisal
336,2016-12-02,0,Barisal
337,2016-12-03,0,Barisal
338,2016-12-04,0,Barisal
339,2016-12-05,0,Barisal
340,2016-12-06,0,Barisal
341,2016-12-07,0,Barisal
342,2016-12-08,0,Barisal
343,2016-12-09,0,Barisal
344,2016-12-10,0,Barisal
345,2016-12-11,0,Barisal
346,2016-12-12,0,Barisal
347,2016-12-13,0,Barisal
348,2016-12-14,0,Barisal
349,2016-12-15,0,Barisal
350,2016-12-16,0,Barisal
351,2016-12-17,0,Barisal
352,2016-12-18,0,Barisal
353,2016-12-19,0,Barisal
354,2016-12-20,0,Barisal
355,2016-12-21,0,Barisal
356,2016-12-22,0,Barisal
357,2016-12-26,0,Barisal
358,2016-12-27,0,Barisal
359,2016-12-28,0,Barisal
360,2016-12-29,0,Barisal
361,2016-12-31,0,Barisal
362,2016-12-30,0,Barisal
